,trip_ID,traveller_ID,company_ID,departure_date,origin,destination,price_usd,trip_date
3037,125324271333625583,263,14,2019-07-28,Sao Paolo,Paris,647,2019-04-15
3038,7006173195583133900,86,12,2020-01-12,New Mexico,Johannesburg,647,2019-11-24
3039,4482583777790452997,36,12,2021-05-15,Paris,Amsterdam,646,2021-03-10
3040,2481550118539276162,445,21,2020-10-31,Lisbon,Tokyo,646,2020-07-03
3041,7572359621331778221,91,17,2020-08-25,Sydney,Hong Kong,646,2020-06-23
3042,5980479341559147257,434,10,2022-03-15,Moscow,Warsaw,646,2022-01-08
3043,5102985138848131031,316,17,2021-07-03,Amsterdam,Hong Kong,646,2021-05-03
3044,8194495035224572648,470,21,2021-07-14,Hong Kong,Buenos Aires,646,2021-04-30
3045,5918418700431833589,303,4,2019-11-23,London,Toronto,646,2019-10-09
3046,982893243870270226,321,22,2021-04-24,Brussels,Sydney,646,2021-01-10
3047,3465315216470275338,336,12,2019-11-02,Osaka,Bogota,646,2019-10-01
3048,3315115636751981199,95,21,2022-04-21,Tokyo,New Mexico,646,2022-02-20
3049,6041863259146728657,451,2,2021-10-13,Milano,Lisbon,645,2021-06-21
3050,2990767393962973756,385,11,2020-04-26,Sydney,Budapest,645,2020-01-25
3051,5109637455910537140,37,13,2021-07-04,Amsterdam,Beijing,645,2021-03-14
3052,7861662365934979129,392,18,2021-11-11,Brussels,Lisbon,645,2021-08-12
3053,659231008007666662,286,12,2021-01-22,Paris,Lisbon,645,2020-11-27
3054,6406230253119818108,139,15,2020-11-04,Warsaw,Amsterdam,645,2020-07-21
3055,5951149899141428043,352,3,2022-06-11,Toronto,Sao Paolo,645,2022-02-15
3056,7003203494113055143,500,1,2020-01-21,Sydney,Munich,645,2019-10-16
3057,7482112775581534178,100,1,2022-05-03,Madrid,Cairo,645,2022-03-18
3058,3284069785864667609,58,9,2020-12-12,Sao Paolo,Stockholm,644,2020-10-07
3059,3406895741401973864,48,24,2020-12-25,Amsterdam,Osaka,644,2020-11-30
3060,7240702648238623863,88,14,2021-12-17,Sofia,Amsterdam,644,2021-10-04
3061,3295042848929335084,212,13,2021-02-19,Milano,Amsterdam,644,2021-01-09
3062,7783097501790822288,364,15,2020-08-20,Sofia,Hong Kong,644,2020-07-19
3063,3280502095067213303,130,6,2021-08-04,Berlin,Brussels,644,2021-06-21
3064,8609008763157924475,207,8,2019-11-12,Brussels,Paris,644,2019-09-11
3065,7347219094953563859,326,2,2019-08-01,Bogota,Osaka,644,2019-06-25
3066,216659319314414604,20,21,2020-01-13,Sao Paolo,Buenos Aires,644,2019-10-18
3067,7630248540590883040,259,10,2019-08-23,Sydney,Warsaw,644,2019-07-18
3068,6291184979805790127,285,11,2022-04-24,Sydney,New Mexico,644,2022-04-24
3069,5121068047363794745,86,12,2021-07-15,Munich,Buenos Aires,644,2021-04-13
3070,4393978402431126482,107,8,2021-04-04,Oslo,Lisbon,644,2020-12-04
3071,8590608826785322380,250,1,2020-09-29,Athens,Sydney,644,2020-06-17
3072,9031273236790047165,353,4,2020-09-27,Paris,Bogota,644,2020-08-23
3073,6517156925144538256,163,14,2021-02-17,Budapest,Sydney,643,2021-01-09
3074,8415004290273378332,154,5,2021-10-03,Sydney,Paris,643,2021-06-28
3075,3963434242839475881,366,17,2020-08-25,Amsterdam,Sao Paolo,643,2020-06-04
3076,4483743418835485745,28,4,2021-08-15,Los Angeles,Sydney,643,2021-04-28
3077,606775516220744188,47,23,2021-04-05,Toronto,Hong Kong,643,2020-12-31
3078,7212891876067260188,168,19,2020-08-13,Sao Paolo,Sydney,643,2020-05-08
3079,3731526959105043087,176,2,2020-07-04,Amsterdam,New Mexico,643,2020-04-26
3080,954453912868674533,191,17,2020-06-17,Hong Kong,Tokyo,643,2020-05-25
3081,3204101061126985576,442,18,2019-10-11,Budapest,Amsterdam,643,2019-07-11
3082,2215279058714522987,397,23,2020-11-28,Sydney,Sao Paolo,643,2020-09-21
3083,6868766639057762279,14,15,2021-05-15,Sydney,Munich,643,2021-01-25
3084,3089022722795692343,456,7,2019-10-05,New Mexico,Lausanne,643,2019-08-02
3085,658994142881237305,374,25,2020-08-06,Johannesburg,Beijing,642,2020-06-11
3086,2247648410189578997,239,15,2020-04-13,Hong Kong,Bogota,642,2020-03-18
3087,5020991142889717109,78,4,2019-11-21,London,Sydney,642,2019-10-19
3088,1449490262911690651,140,16,2021-11-25,Budapest,New Mexico,642,2021-08-19
3089,687758380779971771,280,6,2020-08-25,Buenos Aires,Hong Kong,642,2020-05-02
3090,3101750672958869985,150,1,2022-01-18,Hong Kong,Sao Paolo,642,2021-11-20
3091,5594744653357856455,151,2,2021-11-23,Madrid,Prague,642,2021-08-31
3092,7927283388790886646,39,15,2020-05-24,Cairo,Stockholm,642,2020-04-30
3093,3712304685023698260,122,23,2020-10-14,Los Angeles,Athens,642,2020-08-05
3094,8562132026658097239,365,16,2022-06-05,Hong Kong,Amsterdam,642,2022-02-15
3095,5484794158382048961,154,5,2021-07-05,Sydney,Hong Kong,641,2021-04-15
3096,4379024151872582703,170,21,2022-05-16,Lausanne,Sydney,641,2022-01-23
3097,125696574604363849,243,19,2020-12-20,Sao Paolo,London,641,2020-11-21
3098,2130618309945465315,57,8,2020-06-14,Toronto,Berlin,641,2020-04-13
3099,2791301598762610203,435,11,2021-08-28,Oslo,New York,641,2021-05-26
3100,6778156010775356756,39,15,2021-06-27,Hong Kong,Sao Paolo,641,2021-04-02
3101,7135266563188766868,99,25,2022-05-12,Amsterdam,New Delhi,641,2022-04-19
3102,6806437382759496566,380,6,2020-06-21,Beijing,Cairo,641,2020-03-19
3103,8520773375219547869,85,11,2019-10-29,Beijing,Paris,641,2019-07-12
3104,1330287601866014263,279,5,2022-05-21,New Delhi,Sao Paolo,641,2022-02-05
3105,6244917631902422924,207,8,2020-05-13,Amsterdam,Paris,641,2020-04-15
3106,8850625384783791783,497,23,2020-01-03,Buenos Aires,Sydney,641,2019-11-27
3107,9062142668767596129,76,2,2020-02-29,Budapest,Berlin,641,2020-01-20
3108,786032245378181654,151,2,2020-09-14,Hong Kong,New York,641,2020-06-27
3109,2944178901888487672,83,9,2022-05-28,Buenos Aires,Budapest,640,2022-02-04
3110,6268144904654600402,287,13,2019-08-05,Brussels,Athens,640,2019-06-20
3111,4591203323037101731,407,8,2020-08-02,Cairo,Sydney,640,2020-05-09
3112,1094192257816190031,39,15,2021-07-02,Moscow,London,640,2021-04-17
3113,4385302388877198446,308,9,2020-07-20,Prague,Paris,640,2020-05-06
3114,3321203710291575300,268,19,2020-11-27,Sao Paolo,Berlin,640,2020-09-14
3115,1732547314951221608,122,23,2021-06-05,Osaka,Madrid,640,2021-03-24
3116,7138365165542940048,30,6,2020-05-20,Johannesburg,Athens,640,2020-05-03
3117,4855762392093896956,263,14,2021-12-07,Buenos Aires,Osaka,640,2021-11-11
3118,4272594965187738389,347,23,2019-07-05,Los Angeles,Sao Paolo,640,2019-06-13
3119,8610034157748367941,331,7,2022-01-23,Milano,Bogota,640,2021-11-02
3120,7025405495849450118,320,21,2019-12-13,Madrid,Paris,640,2019-08-26
3121,8129198501368985952,484,10,2021-03-15,Johannesburg,Sofia,640,2021-01-07
3122,9110757105197271235,61,12,2021-12-30,Budapest,Paris,639,2021-10-07
3123,7913761318787613527,45,21,2022-05-25,Johannesburg,Amsterdam,639,2022-03-14
3124,932338062226963334,169,20,2021-05-16,Buenos Aires,Amsterdam,639,2021-02-28
3125,2578809506424067318,312,13,2021-07-29,Johannesburg,Athens,639,2021-05-31
3126,3894248864148152977,15,16,2021-12-15,Sao Paolo,Madrid,639,2021-09-02
3127,9044504028576290489,333,9,2020-05-10,London,Dubai,639,2020-03-05
3128,7869412127132635360,15,16,2020-12-29,Los Angeles,Budapest,639,2020-11-29
3129,5083912621132670544,289,15,2020-07-30,Buenos Aires,Athens,639,2020-05-28
3130,6036846310098139700,248,24,2020-12-25,Sydney,Milano,639,2020-10-06
3131,2429712718290863296,78,4,2020-01-29,Lausanne,Madrid,639,2020-01-03
3132,8248540972428038567,300,1,2020-08-06,Buenos Aires,Sao Paolo,638,2020-07-07
3133,224388156213427127,265,16,2020-08-05,Amsterdam,Lisbon,638,2020-05-23
3134,7102360906250795181,456,7,2021-06-19,Hong Kong,Moscow,638,2021-02-28
3135,2867936489368538813,486,12,2019-04-09,Lisbon,New Mexico,638,2019-01-29
3136,3739924841902443419,325,1,2020-11-10,Budapest,Munich,638,2020-08-05
3137,1939209439475830547,311,12,2020-01-24,Amsterdam,Moscow,638,2019-10-16
3138,3132904981632901269,121,22,2019-05-01,Paris,Tokyo,638,2019-04-26
3139,7020250325798682983,9,10,2019-12-23,Warsaw,Athens,638,2019-09-09
3140,6040868161775755776,93,19,2019-11-13,London,New York,638,2019-07-31
3141,6045449424583472644,236,12,2020-06-20,Sao Paolo,New Mexico,638,2020-03-24
3142,2431453781939070057,492,18,2020-05-30,Paris,Amsterdam,638,2020-02-24
3143,3712408495823873349,155,6,2020-05-22,Paris,Stockholm,638,2020-03-20
3144,3312704082827065907,186,12,2021-08-04,Munich,Paris,638,2021-04-15
3145,8557420796491302933,435,11,2019-11-11,Buenos Aires,Sydney,638,2019-07-15
3146,4951072856477557284,134,10,2019-10-10,Stockholm,Berlin,638,2019-08-24
3147,7321242043076638356,243,19,2022-01-13,Los Angeles,Sydney,637,2021-10-01
3148,1203902584887977245,202,3,2020-10-20,Sydney,Osaka,637,2020-07-25
3149,48400597764417064,336,12,2020-05-20,Warsaw,Dubai,637,2020-04-16
3150,5897013114781548874,21,22,2022-02-21,New York,Kiev,637,2021-11-14
3151,8114136186600578133,326,2,2020-06-18,Kiev,London,637,2020-03-07
3152,3735406154072764602,160,11,2021-05-17,New Delhi,Brussels,637,2021-03-07
3153,5962192429781223064,469,20,2019-08-01,Los Angeles,Bogota,637,2019-05-08
3154,3787768699178262869,4,5,2022-04-25,Sao Paolo,New Mexico,637,2022-04-06
3155,6593477120267774758,482,8,2020-06-12,Buenos Aires,Bogota,637,2020-04-27
3156,6210042105149050190,279,5,2020-11-17,Paris,Dubai,636,2020-09-03
3157,5148838195565591514,48,24,2021-06-04,Paris,New Delhi,636,2021-03-02
3158,3201779587447062766,168,19,2020-03-26,Cairo,Paris,636,2019-12-15
3159,419539207513594265,491,17,2019-10-22,Stockholm,Amsterdam,636,2019-09-15
3160,9078102747317435625,444,20,2021-04-19,Munich,Amsterdam,636,2020-12-28
3161,8485062249721339949,429,5,2020-01-30,Amsterdam,Bogota,636,2019-11-20
3162,4795473453117135086,34,10,2022-04-15,Buenos Aires,Budapest,636,2021-12-26
3163,5186987693436493794,331,7,2021-01-29,Bogota,Sao Paolo,636,2020-11-04
3164,6316822242421329851,251,2,2020-12-09,Sydney,Paris,636,2020-11-07
3165,3440268665181281632,498,24,2021-09-16,Sydney,Paris,636,2021-07-23
3166,815319159761904756,314,15,2021-05-18,Hong Kong,Stockholm,636,2021-03-29
3167,3234222843334170080,27,3,2021-05-31,Beijing,Buenos Aires,635,2021-03-02
3168,6862385032478133183,392,18,2020-11-30,Budapest,Warsaw,635,2020-11-02
3169,908783984642283181,387,13,2021-10-09,Paris,Johannesburg,635,2021-08-06
3170,5250196762260733687,349,25,2021-04-21,Sao Paolo,New York,635,2021-03-26
3171,4095162308364571602,437,13,2019-12-29,Sydney,Sao Paolo,635,2019-12-16
3172,5984425866572056002,271,22,2020-10-27,Johannesburg,Amsterdam,635,2020-09-26
3173,9194118209363341733,480,6,2020-02-27,Stockholm,Hong Kong,635,2019-12-12
3174,4142319950628100128,59,10,2019-08-15,Paris,Sydney,635,2019-05-05
3175,6561860622524919043,219,20,2021-11-26,Oslo,Osaka,635,2021-09-10
3176,3626045914964215411,150,1,2019-04-18,Dubai,Oslo,635,2019-01-09
3177,538176572691964596,26,2,2020-03-23,Sydney,Amsterdam,635,2019-12-05
3178,3601320640740067596,193,19,2020-05-21,Milano,Sydney,635,2020-04-22
3179,4233030659875414237,233,9,2021-02-16,Amsterdam,Sao Paolo,635,2020-11-17
3180,5572511055466336664,338,14,2020-04-05,Amsterdam,Berlin,634,2019-12-13
3181,8753987394543594541,166,17,2019-07-09,Budapest,Amsterdam,634,2019-05-28
3182,1619129066497132512,243,19,2021-08-21,Oslo,New Delhi,634,2021-07-13
3183,2863867850783234650,304,5,2019-06-01,Sofia,Amsterdam,634,2019-02-15
3184,6989498303083689316,19,20,2021-07-24,Johannesburg,New Mexico,634,2021-05-02
3185,7276580564019569130,221,22,2022-05-17,Hong Kong,Paris,634,2022-02-04
3186,1068357378983420519,459,10,2022-03-14,Lausanne,Warsaw,634,2021-11-27
3187,3473400248702759571,136,12,2021-11-12,Los Angeles,Sao Paolo,634,2021-10-12
3188,2257778119097673764,146,22,2019-07-25,Hong Kong,Moscow,634,2019-05-06
3189,7187277119573684911,118,19,2019-05-21,Beijing,Sydney,633,2019-03-11
3190,6167974336586386255,386,12,2022-03-04,Berlin,Prague,633,2021-12-16
3191,3295833198747800384,414,15,2019-09-21,Tokyo,Moscow,633,2019-06-13
3192,6695366659083028861,229,5,2020-03-25,London,Amsterdam,633,2019-12-25
3193,710531913893752711,77,3,2019-12-04,Sydney,Amsterdam,633,2019-11-08
3194,943979576694056978,365,16,2021-09-08,Sydney,Hong Kong,633,2021-05-18
3195,2172403161836560754,371,22,2020-12-04,Lisbon,Budapest,633,2020-11-04
3196,5407412016365453771,389,15,2022-02-08,Amsterdam,Berlin,633,2021-11-10
3197,764875031244513250,305,6,2022-03-03,Hong Kong,Sao Paolo,633,2022-02-04
3198,8839463758500554205,345,21,2021-09-24,Amsterdam,Milano,632,2021-06-17
3199,9114591941319410759,283,9,2020-08-10,Sydney,Sofia,632,2020-04-18
3200,2200933147016757274,76,2,2020-05-15,Lausanne,Hong Kong,632,2020-01-31
3201,3721099115015274077,462,13,2019-07-29,Athens,Sao Paolo,632,2019-05-11
3202,4833749586304734431,319,20,2021-05-01,Oslo,Amsterdam,632,2021-04-10
3203,1344547007415966665,94,20,2019-08-02,Oslo,Hong Kong,632,2019-04-10
3204,1496976400062915136,84,10,2021-02-09,Lisbon,Paris,632,2020-12-19
3205,2062974008909121115,48,24,2022-05-02,Sydney,Munich,632,2022-02-12
3206,9202519084284490962,18,19,2020-03-07,Los Angeles,Sydney,632,2020-02-09
3207,3991328920664342581,300,1,2021-12-04,Sydney,Buenos Aires,632,2021-08-29
3208,5886271129016203657,63,14,2021-01-19,Athens,Lisbon,632,2020-09-25
3209,4095922949641246178,310,11,2019-05-17,Hong Kong,Madrid,632,2019-01-31
3210,1258859149039162034,82,8,2022-01-17,Sydney,Dubai,632,2021-11-13
3211,8127494296376980156,422,23,2020-11-21,Hong Kong,Los Angeles,632,2020-08-20
3212,5138630802790524765,391,17,2019-09-02,Cairo,Toronto,631,2019-06-27
3213,8298596194185945393,26,2,2021-03-27,Tokyo,Sydney,631,2020-12-23
3214,7862458946025813324,39,15,2021-11-11,New Mexico,Amsterdam,631,2021-10-06
3215,2703870081924660995,242,18,2021-01-20,Sofia,New York,631,2020-12-19
3216,7372496760515251408,417,18,2021-08-30,Athens,Kiev,631,2021-07-09
3217,2247964030681059457,192,18,2020-02-05,New Delhi,Lausanne,631,2019-10-11
3218,3088270973101666711,385,11,2022-05-04,Los Angeles,Paris,631,2022-01-29
3219,9027114931881143617,167,18,2020-09-19,Amsterdam,Kiev,631,2020-08-20
3220,225075991287124340,293,19,2021-02-09,Warsaw,Hong Kong,631,2020-10-18
3221,8664708965219794654,194,20,2021-12-08,Toronto,Hong Kong,631,2021-08-13
3222,3274368150605572938,105,6,2020-03-02,Amsterdam,Bogota,631,2019-12-09
3223,7561660159575862032,439,15,2021-12-25,Madrid,Amsterdam,631,2021-09-05
3224,3333800194424957500,94,20,2021-11-19,Dubai,Johannesburg,631,2021-09-08
3225,2260339657312153293,223,24,2019-08-13,Athens,Paris,631,2019-05-21
3226,7449093997578293905,304,5,2019-11-23,Cairo,Munich,631,2019-11-04
3227,579748558327242731,176,2,2022-03-01,Milano,Beijing,631,2022-02-01
3228,1639019349375632143,404,5,2020-02-09,Paris,Sydney,631,2019-12-12
3229,5133765566650140169,477,3,2020-04-18,New Delhi,Bogota,631,2020-03-30
3230,3949732229294165819,270,21,2021-09-13,Beijing,Amsterdam,631,2021-05-22
3231,6703242884557354374,69,20,2020-08-30,Hong Kong,Amsterdam,631,2020-08-07
3232,6319768311340529776,133,9,2019-12-16,London,Stockholm,630,2019-08-31
3233,2147837656789471879,225,1,2020-04-04,Dubai,Lisbon,630,2020-03-10
3234,909087478136089663,357,8,2020-03-07,Moscow,Amsterdam,630,2020-01-11
3235,1958025042836688112,300,1,2021-06-04,Osaka,Sydney,630,2021-03-07
3236,3616610214568676230,330,6,2022-03-08,Moscow,Munich,630,2022-02-01
3237,1899045740822220596,19,20,2019-08-22,Hong Kong,Prague,630,2019-05-22
3238,296793506867708019,211,12,2020-06-14,Sydney,Oslo,630,2020-05-09
3239,8758985929157160446,40,16,2021-08-04,Buenos Aires,Hong Kong,630,2021-05-15
3240,2175757852832614160,500,1,2019-11-25,Sao Paolo,Hong Kong,630,2019-09-04
3241,2810508543600615227,498,24,2021-08-05,Prague,Oslo,630,2021-05-10
3242,5747506056485450249,157,8,2020-03-07,New Mexico,Lisbon,630,2019-11-17
3243,1028135874589301950,345,21,2020-12-17,Sao Paolo,London,630,2020-09-20
3244,1945838579306118602,29,5,2019-12-03,Johannesburg,Kiev,629,2019-09-10
3245,5840929874432321776,132,8,2022-05-06,Dubai,Sofia,629,2022-02-15
3246,5708016388644556494,120,21,2019-11-19,Buenos Aires,Milano,629,2019-08-30
3247,5877891447809395584,19,20,2022-04-24,Hong Kong,Sofia,629,2022-01-24
3248,8929105011338522459,488,14,2019-08-09,London,Beijing,629,2019-07-14
3249,2990625036309387507,469,20,2021-02-04,London,Sydney,629,2020-11-26
3250,2000070848479054953,47,23,2021-06-14,Beijing,Sao Paolo,629,2021-03-09
3251,1224402277947120343,466,17,2021-10-09,Warsaw,Lisbon,629,2021-09-17
3252,7251973674915075623,497,23,2020-07-31,Amsterdam,Lisbon,629,2020-04-03
3253,5977341771685366715,492,18,2019-09-02,Sao Paolo,Moscow,629,2019-06-15
3254,9133483490417098385,465,16,2020-04-18,Beijing,Lisbon,629,2020-01-30
3255,2736427316592669048,133,9,2020-08-05,Kiev,Amsterdam,629,2020-05-23
3256,4015977251991736607,80,6,2022-04-07,Johannesburg,Sao Paolo,629,2021-12-22
3257,4613156818043762776,404,5,2021-11-25,Berlin,Athens,629,2021-10-24
3258,7463258225303235574,66,17,2020-06-20,Tokyo,Munich,628,2020-05-17
3259,1457605405536183775,66,17,2022-01-24,Toronto,Johannesburg,628,2021-12-07
3260,1867500900204026320,354,5,2021-07-31,Paris,Munich,628,2021-04-28
3261,4711770531022170155,377,3,2019-10-27,Sydney,Lisbon,628,2019-07-29
3262,2725186241042638337,182,8,2021-12-18,Bogota,Osaka,628,2021-10-09
3263,7492795430627767536,282,8,2021-11-21,Lisbon,Paris,628,2021-10-21
3264,1044986690514377685,85,11,2020-08-29,Amsterdam,Paris,628,2020-06-26
3265,1204761275045389575,296,22,2020-04-09,Amsterdam,Sofia,628,2020-01-23
3266,6764990684831907133,221,22,2021-11-09,Amsterdam,Dubai,628,2021-10-16
3267,7310673822679751742,297,23,2020-04-07,Stockholm,Sydney,628,2020-03-10
3268,8186914453602363443,447,23,2019-10-31,Bogota,Warsaw,628,2019-07-26
3269,6642893139617646478,194,20,2021-02-10,Lisbon,Paris,627,2021-01-09
3270,1194025000546315348,442,18,2022-02-12,Tokyo,Sydney,627,2021-12-03
3271,5423014154649765127,276,2,2021-06-04,Osaka,Sydney,627,2021-02-06
3272,2484087652392162221,419,20,2020-10-24,Osaka,Toronto,627,2020-09-17
3273,4550168387967851889,184,10,2020-08-25,Prague,Beijing,627,2020-05-25
3274,3791755848621221656,416,17,2021-08-05,Berlin,Milano,627,2021-07-08
3275,1806106635292469802,337,13,2019-09-06,Amsterdam,Lausanne,627,2019-06-12
3276,1125084527775566704,493,19,2021-11-21,Berlin,Los Angeles,627,2021-09-21
3277,8577539679508609004,105,6,2022-01-27,Toronto,Beijing,627,2021-11-09
3278,778720166228977020,356,7,2022-06-20,Sydney,Buenos Aires,627,2022-04-24
3279,5752229591580984652,358,9,2019-04-29,Paris,Munich,627,2019-02-19
3280,6802911343044913965,341,17,2021-07-18,Paris,New Delhi,626,2021-04-06
3281,7870474270147758300,122,23,2022-07-02,Sydney,Osaka,626,2022-03-12
3282,6640342284111213308,493,19,2019-12-30,Buenos Aires,Berlin,626,2019-09-04
3283,7296578240713965465,445,21,2021-04-04,London,Lausanne,626,2021-02-27
3284,4140008730935108393,264,15,2021-08-14,Tokyo,Sao Paolo,626,2021-04-16
3285,5491223048907253596,314,15,2020-06-07,Milano,Paris,626,2020-05-23
3286,4865645224675762132,188,14,2020-09-14,Sao Paolo,Paris,626,2020-07-13
3287,8081295072144431680,272,23,2021-05-29,Amsterdam,Sao Paolo,626,2021-05-25
3288,4627594234089664323,351,2,2020-11-29,New Delhi,Amsterdam,626,2020-08-06
3289,391028163392824402,223,24,2021-01-06,Paris,Sydney,626,2020-10-06
3290,3222136791649063874,198,24,2019-03-21,New Delhi,Paris,626,2019-01-08
3291,449084722046327631,48,24,2019-06-20,Paris,Athens,626,2019-04-11
3292,6951640925947634279,410,11,2020-11-17,Munich,Kiev,625,2020-09-07
3293,2840457081242308340,448,24,2021-02-12,Budapest,Paris,625,2020-12-08
3294,6867348806630323221,166,17,2020-11-15,Lisbon,Tokyo,625,2020-08-23
3295,5179375070874931150,397,23,2020-08-07,Buenos Aires,Sydney,625,2020-05-22
3296,7273173277795874,92,18,2020-07-17,Paris,Milano,625,2020-04-14
3297,5297030304591292746,310,11,2020-11-24,Sydney,Lausanne,625,2020-10-03
3298,6916299156507449924,432,8,2020-02-22,Sydney,Oslo,625,2020-01-19
3299,1392979945093877783,119,20,2020-06-13,Warsaw,Kiev,624,2020-04-08
3300,7809406269465094828,14,15,2019-08-12,Sao Paolo,Milano,624,2019-04-17
3301,2352663666442990788,495,21,2020-04-11,London,Lisbon,624,2020-03-13
3302,7628211377270008362,143,19,2019-05-23,Bogota,Sydney,624,2019-02-04
3303,3838165498251887169,367,18,2022-03-13,Los Angeles,Moscow,624,2022-01-22
3304,8029969216067736805,150,1,2019-08-11,Paris,Sydney,624,2019-07-28
3305,7976808604205390019,92,18,2020-11-18,Amsterdam,Sydney,624,2020-09-03
3306,3696217206893412654,54,5,2019-11-06,Prague,Budapest,624,2019-07-26
3307,5120408534527309293,459,10,2020-12-19,Sydney,Sao Paolo,624,2020-09-29
3308,1087349601415040477,309,10,2020-12-14,Amsterdam,Milano,624,2020-11-28
3309,6219921968348136603,385,11,2019-05-25,Stockholm,Moscow,624,2019-03-31
3310,1826720393612115096,370,21,2020-08-25,Beijing,Madrid,624,2020-07-20
3311,3338104653009747560,67,18,2020-04-14,Paris,Milano,624,2020-01-30
3312,2609239055069526545,112,13,2021-08-13,Toronto,London,623,2021-05-02
3313,3362979552005150523,305,6,2020-02-17,Osaka,Sydney,623,2019-11-04
3314,1489416633714800772,433,9,2021-05-18,Sao Paolo,Prague,623,2021-03-02
3315,8637536066015239492,117,18,2020-04-23,Dubai,New York,623,2020-02-08
3316,2048717676284886817,382,8,2021-05-26,Toronto,Bogota,623,2021-02-28
3317,4230498848186336714,82,8,2020-03-31,Sydney,Hong Kong,623,2020-02-06
3318,2163531999710000822,462,13,2021-06-03,Prague,Amsterdam,623,2021-03-02
3319,3317064123985070445,355,6,2019-12-05,Sydney,Paris,623,2019-10-29
3320,7509416080329734579,185,11,2021-12-30,Osaka,Sao Paolo,623,2021-09-08
3321,6015012143917257131,396,22,2020-11-16,Amsterdam,New York,623,2020-09-02
3322,3292386552703514082,446,22,2022-02-19,Sydney,Kiev,623,2021-11-26
3323,723118484961441690,194,20,2021-06-08,Athens,Sydney,622,2021-04-06
3324,7970540785502123143,474,25,2019-12-06,Amsterdam,Moscow,622,2019-09-22
3325,7459226094723255424,11,12,2019-11-10,Lisbon,Osaka,622,2019-08-11
3326,2135434860312015353,408,9,2020-01-21,Bogota,Berlin,622,2019-12-14
3327,2670363589655190201,311,12,2021-09-12,Sofia,Lisbon,622,2021-06-19
3328,5802746274565516579,394,20,2020-12-10,Milano,Sao Paolo,622,2020-08-30
3329,6504503812627132394,43,19,2022-05-08,Paris,Sydney,622,2022-04-13
3330,4903218964402083684,276,2,2019-05-27,Amsterdam,Brussels,622,2019-02-28
3331,3238154720317969031,71,22,2022-07-07,Athens,Amsterdam,622,2022-03-12
3332,526914174255618449,1,2,2022-04-15,Paris,Cairo,622,2022-02-12
3333,3940563288228427300,87,13,2020-02-09,Paris,Beijing,621,2019-11-19
3334,8149406506441347648,308,9,2021-10-21,Berlin,Sao Paolo,621,2021-07-06
3335,2004038061658248427,265,16,2020-07-08,Munich,Amsterdam,621,2020-04-04
3336,7413921030448272105,366,17,2019-09-23,Stockholm,Sydney,621,2019-09-16
3337,1136288001799242214,495,21,2022-02-05,Sao Paolo,Los Angeles,621,2021-11-15
3338,6953829350033499752,81,7,2019-09-15,London,Sydney,621,2019-06-08
3339,1740696481879158403,64,15,2019-03-08,Bogota,New Mexico,621,2019-02-18
3340,6643802666952880662,250,1,2021-05-09,Athens,Sao Paolo,621,2021-03-29
3341,7886769891973411040,329,5,2021-07-08,Sydney,Brussels,621,2021-03-21
3342,7511034343051877716,120,21,2021-06-26,Kiev,Prague,621,2021-04-14
3343,4400269348718293869,402,3,2021-04-29,Sydney,Los Angeles,621,2021-01-06
3344,2360663738994555606,189,15,2022-01-22,Berlin,Bogota,621,2021-10-10
3345,3187770578201965413,63,14,2020-08-07,Amsterdam,Osaka,621,2020-06-23
3346,2062531385697265448,132,8,2021-12-22,Moscow,Paris,621,2021-09-05
3347,5629748577775781209,495,21,2021-01-13,Tokyo,Lausanne,620,2020-12-16
3348,6162089805265396789,92,18,2019-12-25,Hong Kong,London,620,2019-09-17
3349,3513720700261835945,157,8,2021-03-27,New York,Toronto,620,2020-11-29
3350,3364565908270157521,357,8,2019-12-28,Sydney,Munich,620,2019-11-11
3351,5370365024833726500,202,3,2020-08-15,Amsterdam,Budapest,620,2020-06-23
3352,6458817656991636234,112,13,2019-05-14,Paris,Los Angeles,620,2019-01-21
3353,7732586041862352665,250,1,2021-05-01,Lisbon,Sydney,620,2021-01-16
3354,4443914378742563333,51,2,2019-11-22,Amsterdam,Berlin,620,2019-08-11
3355,7781291017032654342,351,2,2021-10-22,Berlin,Stockholm,620,2021-07-27
3356,1053158923623857256,455,6,2022-01-01,Sydney,Munich,620,2021-11-27
3357,6879384013650116497,447,23,2021-01-16,Sydney,New York,620,2020-10-01
3358,4358494748662567682,283,9,2019-11-10,Prague,Sydney,619,2019-07-14
3359,6624850669122515688,453,4,2021-06-25,Toronto,Amsterdam,619,2021-04-10
3360,6595014449592021725,292,18,2021-02-23,Warsaw,Sao Paolo,619,2020-11-04
3361,3800103775830579875,498,24,2019-06-30,Hong Kong,London,619,2019-04-23
3362,1241327645389808197,239,15,2019-10-18,Amsterdam,Sydney,619,2019-10-01
3363,2346198367384342719,446,22,2022-02-02,Los Angeles,Paris,619,2021-10-26
3364,7394403781950675281,418,19,2022-06-03,Amsterdam,Sydney,619,2022-04-21
3365,8492140343611870542,378,4,2019-10-10,Athens,Munich,618,2019-09-12
3366,1505039423697738571,183,9,2020-09-26,Milano,New Mexico,618,2020-08-15
3367,4205906300408420887,78,4,2021-08-31,Paris,New Mexico,618,2021-06-26
3368,1337091590362366928,173,24,2020-11-15,Bogota,Paris,618,2020-10-14
